Prey_Highest,Prey_Higher,Prey_Phylum,Prey_Class,Prey_Order,Prey_Family,Prey_Genus,Prey_Species,Prey_Species_Current,Prey_Count,Snake_Species,Snake_Subspecies,FullSpName,Age_Class,SVL(mm),Sex,Location,Latitude,Longitude,Citation,Full_Citation
Mammal,Shrew,Chordata,Mammalia,Eulipotyphia,Soricidae,Sorex,Sorex cinereus,Sorex cinereus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Onondaga, and Chautauqua Counties, NY",,,Hamilton_1951,"Hamilton, W. J. 1951. The Food and Feeding Behavior of the Garter Snake in New York State. The American Midland Naturalist, 46(2), 385–390. https://doi.org/10.2307/2421985"
Mammal,Mouse ,Chordata,Mammalia,Rodentia,Muridae,Apodemus ,,,4,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Onondaga, and Chautauqua Counties, NY",,,Hamilton_1951,"Hamilton, W. J. 1951. The Food and Feeding Behavior of the Garter Snake in New York State. The American Midland Naturalist, 46(2), 385–390. https://doi.org/10.2307/2421985"
Mammal,Chipmunk,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Onondaga, and Chautauqua Counties, NY",,,Hamilton_1951,"Hamilton, W. J. 1951. The Food and Feeding Behavior of the Garter Snake in New York State. The American Midland Naturalist, 46(2), 385–390. https://doi.org/10.2307/2421985"
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Storeria,Storeria dekayi,Storeria dekayi,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Onondaga, and Chautauqua Counties, NY",,,Hamilton_1951,"Hamilton, W. J. 1951. The Food and Feeding Behavior of the Garter Snake in New York State. The American Midland Naturalist, 46(2), 385–390. https://doi.org/10.2307/2421985"
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sirtalis,Thamnophis sirtalis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,"Tompkins, Onondaga, and Chautauqua Counties, NY",,,Hamilton_1951,"Hamilton, W. J. 1951. The Food and Feeding Behavior of the Garter Snake in New York State. The American Midland Naturalist, 46(2), 385–390. https://doi.org/10.2307/2421985"
Invertebrate,Spider,Arthropoda,Arachnida,Araneae,Lycosidae,,,,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,"Fort Benning, GA, USA",32.35237,-84.96882,Hamilton_and_Pollack_1956,"Hamilton, W. J., Pollack, J. A. (1956). Food of some colubrid snakes from Fort Benning, Georgia. Ecology 37(3): 519-526"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,32.35237,-84.96882,Hamilton_and_Pollack_1956,"Hamilton, W. J., Pollack, J. A. (1956). Food of some colubrid snakes from Fort Benning, Georgia. Ecology 37(3): 519-526"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma texanum,Ambystoma texanum,1,Thamnophis_proximus ,_proximus,Thamnophis_proximus _proximus,Adult,679,Female,"Old Sabine Bottom Wildlife Management Area, Smith County, Texas",32.60260,-95.33882,Hampton_2007,"Hampton, P. THAMNOPHIS PROXIMUS PROXIMUS (Western Ribbon Snake). NECROPHAGY. 2007. Herpetological Review 38(1): 95-95"
Reptile,Lizard,Chordata,Reptilia,Squamata,Telidae,Aspidoscelis,Aspidoscelis inornata,Aspidoscelis inornata,1,Thamnophis_marcianus,,Thamnophis_marcianus,Adult,,,"Highway 380, ca. 11 miles E of Roswell, Chaves County, New Mexico",33.39738,-104.42160,Hampton_and_Fontenot_2007,"Hampton, P. and Fontenot, B. THAMNOPHIS MARCIANUS MARCIANUS (Checkered Garter Snake). DIET. 2007. Herpetological Review 38(1): 94-95"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pipiens,Lithobates pipiens,7,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,60,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,7,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor,Dryophytes versicolor,3,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,15,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,12,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,5,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Invertebrate,Slug,Mollusca,Gastropoda,,,,,,2,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,2,Thamnophis_radix,,Thamnophis_radix,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana sylvatica,Lithobates sylvaticus,39,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,5,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor,Dryophytes versicolor,5,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,Pseudacris triseriata,15,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,6,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,2,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,Canada,,,Hart_1975,"Hart, D. R. (1975). A quantitative niche comparison of the western plains garter snake (Thamnophis radix haydeni) and the red-sided garter snake (Thamnophis sirtalis parietalis) in allopatric and sympatric regions of Manitoba's Interlake district (Master's thesis)."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus insignis,Catostomus insignis,3,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,United States,33.24600,-108.88233,Hibbits_et_al_2009,"Hibbitts, T. J., Painter, C. W., & Holycross, A. T. (2009). ECOLOGY OF A POPULATION OF THE NARROW-HEADED GARTER SNAKE (THAMNOPHIS RUFIPUNCTATUS) IN NEW MEXICO: CATASTROPHIC DECLINE OF A RIVER SPECIALIST. The Southwestern Naturalist, 54(4), 461–467. http://www.jstor.org/stable/40588580"
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Agosia,Agosia chrysogaster,Agosia chrysogaster,4,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,United States,33.24600,-108.88233,Hibbits_et_al_2009,"Hibbitts, T. J., Painter, C. W., & Holycross, A. T. (2009). ECOLOGY OF A POPULATION OF THE NARROW-HEADED GARTER SNAKE (THAMNOPHIS RUFIPUNCTATUS) IN NEW MEXICO: CATASTROPHIC DECLINE OF A RIVER SPECIALIST. The Southwestern Naturalist, 54(4), 461–467. http://www.jstor.org/stable/40588580"
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Cyprinella,Cyprinella lutrensis,Cyprinella lutrensis,1,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,United States,33.24600,-108.88233,Hibbits_et_al_2009,"Hibbitts, T. J., Painter, C. W., & Holycross, A. T. (2009). ECOLOGY OF A POPULATION OF THE NARROW-HEADED GARTER SNAKE (THAMNOPHIS RUFIPUNCTATUS) IN NEW MEXICO: CATASTROPHIC DECLINE OF A RIVER SPECIALIST. The Southwestern Naturalist, 54(4), 461–467. http://www.jstor.org/stable/40588580"
Fish,Fish,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis,Gambusia affinis,21,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,United States,33.24600,-108.88233,Hibbits_et_al_2009,"Hibbitts, T. J., Painter, C. W., & Holycross, A. T. (2009). ECOLOGY OF A POPULATION OF THE NARROW-HEADED GARTER SNAKE (THAMNOPHIS RUFIPUNCTATUS) IN NEW MEXICO: CATASTROPHIC DECLINE OF A RIVER SPECIALIST. The Southwestern Naturalist, 54(4), 461–467. http://www.jstor.org/stable/40588580"
Fish,Fish,Chordata,Actinopterygii,,,,,,2,Thamnophis_rufipunctatus,,Thamnophis_rufipunctatus,,,,United States,33.24600,-108.88233,Hibbits_et_al_2009,"Hibbitts, T. J., Painter, C. W., & Holycross, A. T. (2009). ECOLOGY OF A POPULATION OF THE NARROW-HEADED GARTER SNAKE (THAMNOPHIS RUFIPUNCTATUS) IN NEW MEXICO: CATASTROPHIC DECLINE OF A RIVER SPECIALIST. The Southwestern Naturalist, 54(4), 461–467. http://www.jstor.org/stable/40588580"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon chlorobryonis,Plethodon chlorobryonis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,Male,United States,34.95010,-77.03840,Hofmann_and_Hofmann_2018,"Hofmann, E., Hofmann, P. PLETHODON CHLOROBRYONIS (Atlantic Coast Slimy Salamander). PREDATION. 2018. Herpetological Review 49(1): 91-91"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys,Zonotrichia leucophrys,50,Thamnophis_elegans,_terrestris,Thamnophis_elegans_terrestris,,,,"Twin Peaks, San Francisco, California",,,James_et_al_1983,"James, David. K., Petrinovich, L., Patterson, T. L., & James, A. H. (1983). Predation of White-Crowned Sparrow Nestlings by the Western Terrestrial Garter Snake in San francisco, California. Copeia, 1983(2), 511–513. https://doi.org/10.2307/1444396"
Mammal,Brush_Rabbit,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus bachmani,Sylvilagus bachmani,2,Thamnophis_elegans,_terrestris,Thamnophis_elegans_terrestris,,,,"Twin Peaks, San Francisco, California",,,James_et_al_1983,"James, David. K., Petrinovich, L., Patterson, T. L., & James, A. H. (1983). Predation of White-Crowned Sparrow Nestlings by the Western Terrestrial Garter Snake in San francisco, California. Copeia, 1983(2), 511–513. https://doi.org/10.2307/1444396"
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,,,1,Thamnophis_elegans,_terrestris,Thamnophis_elegans_terrestris,,,,"Presidio, San Franciso, California",,,James_et_al_1983,"James, David. K., Petrinovich, L., Patterson, T. L., & James, A. H. (1983). Predation of White-Crowned Sparrow Nestlings by the Western Terrestrial Garter Snake in San francisco, California. Copeia, 1983(2), 511–513. https://doi.org/10.2307/1444396"
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,,,1,Thamnophis_elegans,_terrestris,Thamnophis_elegans_terrestris,,,,"Presidio, San Franciso, California",,,James_et_al_1983,"James, David. K., Petrinovich, L., Patterson, T. L., & James, A. H. (1983). Predation of White-Crowned Sparrow Nestlings by the Western Terrestrial Garter Snake in San francisco, California. Copeia, 1983(2), 511–513. https://doi.org/10.2307/1444396"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus punctatus,Anaxyrus punctatus,6,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Adult,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla arenicolor,Dryophytes arenicolor,41,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Adult,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates yavapaiensis,Lithobates yavapaiensis,173,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Adult,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,,,,,38,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Juvenile,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Fish,Fish,Chordata,Actinopterygii,,,,,,96,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Juvenile,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Invertebrate,Earthworm,Annelida,Clitellata,,,,,,23,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Juvenile,,,"Burro and Francis Creeks, Bagdad, Mohave County, Arizona",,,Jones_1990,"Jones, K. B. (1990). Habitat Use and Predatory Behavior of Thamnophis cyrtopsis (Serpentes: Colubridae) in a Seasonally Variable Aquatic Environment. The Southwestern Naturalist, 35(2), 115–122. https://doi.org/10.2307/3671531"
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Ascaphidae,Ascaphus,Ascaphus truei,Ascaphus truei,1,Thamnophis_sirtalis,_infernalis,Thamnophis_sirtalis_infernalis,,,,United States,41.28098,-124.08483,Karraker_2001,"Karraker, N. (2001). ASCAPHUS TRUEI (Tailed Frog). PREDATION. Herpetological Review 32(2): 100-100"
Reptile,Lizard,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Podarcis muralis,Podarcis muralis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,260,,"Hamilton, County, OH",39.11919,-84.51722,Kelehear_and _Graham_2015,"Kelehear, C. and Graham, S. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET. 2015. Herpetological Review 46(2): 277-278"
Reptile,Lizard,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Podarcis muralis,Podarcis muralis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Adult,260,,United States,39.11919,-84.51722,Kelehear_and _Graham_2015,"Kelehear, C. and Graham, S. THAMNOPHIS SIRTALIS (Common Gartersnake). DIET. 2015. Herpetological Review 46(2): 277-278"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,84,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,9,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,30,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,60,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian,Frog_Tadpoles,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,99,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,1,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,2,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus ,Rhinichthys osculus ,1,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpohdella punctata,Erpohdella punctata,4,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpohdella punctata,Erpohdella punctata,5,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpohdella punctata,Erpohdella punctata,9,Thamnophis_sirtalis,_fitchi,Thamnophis_sirtalis_fitchi,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1982,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,15,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1983,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,Rhinichthys osculus,Rhinichthys osculus,72,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1984,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Richardsonius,Richardsonius egregius,Richardsonius egregius,38,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1985,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Fish,Fish,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Siphateles,Siphateles bicolor,Siphateles bicolor,85,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1986,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella punctata,Erpobdella punctata,78,Thamnophis_elegans,_elegans,Thamnophis_elegans_elegans,,,,"Eagle Lake, NV",40.33240,120.47500,Kephart_and_Arnold_1987,"Kephart D.G. and Arnold S.J. 1982. Garter snake diets in a fluctuating environment: a seven-year study. Ecology, 63: 1232–1236."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Exerodonta,Exerodonta catracha,Exerodonta catracha,2,Thamnophis_fulvus,,Thamnophis_fulvus,Adult,,Male,"Guajiquiro, La Paz",14.14654,-87.84424,Ketzler_et_al_2011,"Ketzler, L., Luque-Montes, I., Cerrato-Mendoza, C., Wilson, L., Townsend, J. THAMNOPHIS FULVUS (Central American Highland Gartersnake). DIET. 2011. Herpetological Review 42(1): 103-103"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Exerodonta,Exerodonta catracha,Exerodonta catracha,3,Thamnophis_fulvus,,Thamnophis_fulvus,Adult,,Female,"Guajiquiro, La Paz",14.14654,-87.84424,Ketzler_et_al_2011,"Ketzler, L., Luque-Montes, I., Cerrato-Mendoza, C., Wilson, L., Townsend, J. THAMNOPHIS FULVUS (Central American Highland Gartersnake). DIET. 2011. Herpetological Review 42(1): 103-103"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Microhylidae,Hypopachus,Hypopachus barberi,Hypopachus barberi,1,Thamnophis_fulvus,,Thamnophis_fulvus,Adult,,Female,"Guajiquiro, La Paz",14.14654,-87.84424,Ketzler_et_al_2011,"Ketzler, L., Luque-Montes, I., Cerrato-Mendoza, C., Wilson, L., Townsend, J. THAMNOPHIS FULVUS (Central American Highland Gartersnake). DIET. 2011. Herpetological Review 42(1): 103-103"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris sierra,Pseudacris sierra,13,Thamnophis_sirtalis,_tetrataenia,Thamnophis_sirtalis_tetrataenia,Adult ,,Male,"San Mateo County, California ",,,Kim_2017,"Kim, R. 2017. When frogs violate trophic hierarchy: conservation of the endangered San Francisco gartersnake. M.S. thesis, San Francisco State University, San Francisco, Calif."
